config	pullrod	a_arm	no_axle
lower_a	-184.15	139.7	190.5	3.175	139.7	574.675
lower_f	120.65	139.7	190.5	3.175	139.7	574.675
upper_a	-184.15	311.15	241.3	1.27	333.375	546.1
upper_f	120.65	311.15	241.3	1.27	333.375	546.1
steer	88.9	171.45	212.725	76.2	177.8	552.45
pullrod	0	139.7	190.5	0	333.375	546.1
wheel	0	228.6	593.09	228.6
wheel_load	0	300	500
